name,card_number,bank_name,transaction_date,amount,location,transaction_type,description,merchant,transaction_id,transaction_status,country,is_fraud,dataset
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-12T10:36:41,131.78,Bangalore,Credit,Salary Credit,Company Pvt Ltd,70e16e71-fd32-49c8-99f4-40ddd45640fb,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-13T08:45:09,57.67,Kolkata,Credit,Flight Ticket,SpiceJet,cac19b92-4f77-4aae-bf40-0bf50a2ea0de,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-15T02:18:02,11.09,Kolkata,Credit,Education Expense,Coursera,c19b795a-be68-4240-9c97-95197eb21ee5,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-15T11:43:32,36.71,Chennai,Debit,Gift Purchase,Archies,aed8fb81-a340-43be-b738-c710f10336c4,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-16T11:29:39,36.68,Pune,Credit,Credit Card Bill Payment,SBI,85621932-b006-4977-b202-b247e74d286c,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-16T17:05:57,28.08,Kolkata,Debit,Travel Expense,IRCTC,debed626-8111-47a6-8955-07c008951250,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-16T20:47:20,47.57,Mumbai,Credit,Hotel Booking,OYO,ef492b9b-87b0-4c7e-920f-62fd81273e90,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-16T22:03:54,5.97,Sydney,Debit,Salary Credit,Company Pvt Ltd,bce557ab-4116-4eb8-997c-be1fd9310f4a,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-17T00:29:54,22.67,Jaipur,Credit,Jewelry Purchase,Tanishq,708b7c3d-12f7-484d-ac9c-0bb0b41ca100,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-17T02:36:47,20.43,Ahmedabad,Credit,Salary Credit,Company Pvt Ltd,f93fdba8-8654-4faa-8703-be632cce181f,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-17T12:00:50,8.71,Kolkata,Debit,Entertainment,BookMyShow,cc48ef85-246f-4ad5-aafc-2fd45cf83fe6,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-17T23:44:39,6.16,Jaipur,Credit,Electronics Purchase,Croma,795cae54-17a7-44c4-94fd-06a03cdee159,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-17T23:50:59,67.43,Lucknow,Debit,Salary Credit,Company Pvt Ltd,47b4c00f-6ee9-4ee4-898d-34401720851f,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-18T05:03:43,8.39,Tokyo,Debit,Utility Bill Payment,Paytm,76f1a73f-6592-409f-8d3c-65390661de10,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-18T14:16:36,37.88,Lucknow,Credit,Hotel Booking,OYO,af49ef00-11ed-4976-b96b-a8f8cae5dc08,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-19T15:03:17,20.98,Hyderabad,Credit,Entertainment,BookMyShow,89cf982f-a8ab-4686-a33d-ee7447c99508,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-21T09:14:52,167.44,Pune,Credit,Electronics Purchase,Croma,3298baee-648a-46d2-95ef-21fb556c8be5,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-21T17:00:39,31.78,Mumbai,Credit,Cash Withdrawal,ATM,2accf60c-84a8-4723-8dd7-6dc5867e8111,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-22T00:23:37,69.58,Delhi,Debit,Entertainment,BookMyShow,9acf2f95-6ac0-497a-bece-4cb225328205,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-22T21:40:46,14.19,Hyderabad,Debit,Home Improvement,IKEA,c2f484d1-4c0c-4d75-b728-bf097754c9b6,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-24T12:51:04,77.01,Chennai,Credit,Restaurant Dining,Zomato,90309cca-c831-4ca5-89c1-b66a7863021d,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-24T14:18:37,13.93,Tokyo,Credit,Electronics Purchase,Croma,c52f6672-def5-498e-8e65-83b94116bddc,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-24T20:35:18,29.8,Lucknow,Debit,Medical Expense,Apollo,b4f78d3d-3347-4361-846e-1ce4db9455c4,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-26T01:39:01,25.03,Pune,Debit,Hotel Booking,OYO,97488dbc-febd-471a-8826-edb0febd1627,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-26T06:15:37,10.06,Kolkata,Debit,Credit Card Bill Payment,SBI,130603a2-8e41-4870-b734-6e936ec8e423,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-26T21:24:51,3.69,Hyderabad,Debit,Salary Credit,Company Pvt Ltd,5bec236f-b8b1-45f5-81cc-d7cc513eb426,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-27T04:13:24,34.44,Chennai,Debit,Salary Credit,Company Pvt Ltd,ba2ba5e4-b473-4089-b40d-b1fe1ce0ce87,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-27T15:50:44,19.29,Hyderabad,Credit,Salary Credit,Company Pvt Ltd,b7b462dd-2a6f-44d5-9931-4b123afdae16,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-28T15:40:28,18.93,Lucknow,Credit,Credit Card Bill Payment,SBI,38138d7e-880b-49a4-bfde-c7fe9091b54f,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-03-01T05:52:41,47.97,Jaipur,Credit,Flight Ticket,SpiceJet,4482f873-09c7-410b-a8f9-d1de286f48e3,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-03-01T09:54:40,60.27,Pune,Credit,Education Expense,Coursera,c6984c23-e601-43d3-8e6e-2b5a357b78fd,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-03-04T08:14:38,153.21,Lucknow,Debit,Investment,Zerodha,2f729df5-0da9-4aa0-9d62-0a982d67b402,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-03-04T13:48:07,40.41,Kolkata,Debit,Hotel Booking,OYO,448045bb-0a91-4c28-aea7-63ca20a29fce,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-03-04T18:19:53,5.91,Pune,Debit,Credit Card Bill Payment,SBI,29ee7d0b-670a-4386-8125-cfbd0909a829,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-03-05T14:57:30,578.08,Hyderabad,Credit,Clothing Purchase,H&M,696141de-7297-4f41-aafb-f8bd4cb251d6,Success,India,True,train
